system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
BGE-M3 dense (strict),primary_comparison,OG Three,43,43,0.338307,0.232558,0.441860,0.534884,0.372826,8.000000,G Sauce,0.151515
BGE-M3 dense (strict),primary_comparison,红手指,6,6,0.024286,0.000000,0.000000,0.000000,0.000000,50.000000,河南说唱之神,0.166667
BGE-M3 dense (strict),primary_comparison,万赛文,18,18,0.132572,0.055556,0.222222,0.333333,0.158485,13.000000,王嘉尔,0.117647
BGE-M3 dense (strict),primary_comparison,黄旭,23,23,0.236352,0.130435,0.434783,0.434783,0.270529,13.000000,滇声气,0.100000
BGE-M3 dense (strict),primary_comparison,吾人莲花,8,8,0.260109,0.250000,0.250000,0.250000,0.250000,57.000000,AR,0.166667
BGE-M3 dense (strict),primary_comparison,热狗,29,29,0.113862,0.034483,0.137931,0.206897,0.114602,29.000000,李尔新,0.071429
BGE-M3 dense (strict),primary_comparison,Bridge,17,17,0.082196,0.000000,0.176471,0.294118,0.109507,21.000000,滇声气,0.176471
BGE-M3 dense (strict),primary_comparison,小酷coola,16,15,0.378411,0.333333,0.400000,0.400000,0.375395,21.000000,小青龙,0.100000
BGE-M3 dense (strict),primary_comparison,Wya乌鸦,36,36,0.269339,0.138889,0.361111,0.583333,0.331450,8.000000,Capper,0.096774
BGE-M3 dense (strict),primary_comparison,是Triple M,14,14,0.192642,0.142857,0.214286,0.214286,0.187924,59.000000,APMOZART,0.083333
character 2-5 gram TF-IDF (strict),primary_comparison,Six City,9,9,0.925926,0.888889,1.000000,1.000000,0.944444,1.000000,Athree,1.000000
character 2-5 gram TF-IDF (strict),primary_comparison,王以太,24,24,0.186106,0.125000,0.208333,0.208333,0.169234,25.000000,雲道,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,王嘉尔,37,37,0.927245,0.918919,0.945946,0.972973,0.937187,1.000000,胡彦斌 TIGER HU,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,福克斯,40,39,0.675260,0.641026,0.717949,0.717949,0.679289,1.000000,天府事变CDREV,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,徐真真,42,42,0.282327,0.142857,0.404762,0.500000,0.320309,9.000000,廖效浓,0.111111
character 2-5 gram TF-IDF (strict),primary_comparison,隐藏,9,9,0.026648,0.000000,0.000000,0.111111,0.033448,87.000000,Sbazzo,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,天府事变CDREV,44,44,0.683861,0.636364,0.750000,0.750000,0.697962,1.000000,爽子,0.125000
character 2-5 gram TF-IDF (strict),primary_comparison,jinjibewater,20,20,0.038423,0.000000,0.100000,0.100000,0.043068,72.000000,APMOZART,0.150000
character 2-5 gram TF-IDF (strict),primary_comparison,APMOZART,45,45,0.988889,0.977778,1.000000,1.000000,0.991798,1.000000,MULA SAKEE,1.000000
character 2-5 gram TF-IDF (strict),primary_comparison,多雷 Swang,39,39,0.490229,0.384615,0.641026,0.666667,0.522668,3.000000,天府事变CDREV,0.083333
character 2-5 gram TF-IDF (strict),primary_comparison,刘柄鑫,30,30,0.788038,0.733333,0.833333,0.866667,0.806062,1.000000,天府事变CDREV,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,国蛋,36,34,0.783326,0.735294,0.823529,0.852941,0.795967,1.000000,GALI,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,弹壳,10,10,0.006302,0.000000,0.000000,0.000000,0.000000,167.000000,天府事变CDREV,0.100000
character 2-5 gram TF-IDF (strict),primary_comparison,梁维嘉,32,32,0.603870,0.500000,0.718750,0.843750,0.657614,1.000000,雲道,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,冲天小火煎,18,18,0.076669,0.055556,0.055556,0.055556,0.055556,53.000000,YuGo,0.176471
character 2-5 gram TF-IDF (strict),primary_comparison,TOYOKI,35,35,0.224915,0.114286,0.314286,0.514286,0.271034,9.000000,张雪飞,0.225806
character 2-5 gram TF-IDF (strict),primary_comparison,Capper,28,28,0.190647,0.107143,0.285714,0.357143,0.208021,13.000000,Nxmad诺曼得,0.160000
character 2-5 gram TF-IDF (strict),primary_comparison,義胜合,12,12,0.765142,0.750000,0.750000,0.833333,0.776289,1.000000,爽子,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,红狼,12,11,0.191922,0.181818,0.181818,0.181818,0.181818,71.000000,天府事变CDREV,0.444444
character 2-5 gram TF-IDF (strict),primary_comparison,雾都 (Wudu Montana),21,21,0.128574,0.095238,0.142857,0.190476,0.127425,47.000000,王嘉尔,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,zhazha,8,8,0.020627,0.000000,0.000000,0.000000,0.000000,52.000000,AR,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,李大奔BENZO,31,31,0.589994,0.387097,0.935484,0.967742,0.682434,2.000000,MULA SAKEE,0.263158
character 2-5 gram TF-IDF (strict),primary_comparison,丸,21,20,0.474749,0.350000,0.700000,0.750000,0.533432,3.000000,刘柄鑫,0.230769
character 2-5 gram TF-IDF (strict),primary_comparison,Tangoz,36,35,0.563927,0.514286,0.571429,0.628571,0.567247,1.000000,天府事变CDREV,0.235294
character 2-5 gram TF-IDF (strict),primary_comparison,离合,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000
character 2-5 gram TF-IDF (strict),primary_comparison,G Sauce,34,34,0.816280,0.764706,0.882353,0.911765,0.836007,1.000000,APMOZART,0.375000
character 2-5 gram TF-IDF (strict),primary_comparison,Cream D,16,16,0.141002,0.062500,0.187500,0.250000,0.144926,21.000000,雲道,0.200000
character 2-5 gram TF-IDF (strict),primary_comparison,李佳隆,36,36,0.296743,0.222222,0.333333,0.416667,0.312235,21.000000,李大奔BENZO,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,Poorman,9,9,0.027751,0.000000,0.000000,0.111111,0.033448,144.000000,新街口组合,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,小青龙,29,29,0.093490,0.034483,0.103448,0.172414,0.094867,37.000000,廖效浓,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,吴晨阳,10,10,0.614148,0.500000,0.800000,0.800000,0.656161,1.000000,天府事变CDREV,0.600000
character 2-5 gram TF-IDF (strict),primary_comparison,Melo,15,15,0.084759,0.066667,0.066667,0.066667,0.066667,73.000000,APMOZART,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,JD,38,38,0.821355,0.789474,0.842105,0.894737,0.836216,1.000000,APMOZART,0.125000
character 2-5 gram TF-IDF (strict),primary_comparison,Korn,25,25,0.429969,0.400000,0.400000,0.520000,0.438429,10.000000,天府事变CDREV,0.200000
character 2-5 gram TF-IDF (strict),primary_comparison,梁老师Tsong,39,38,0.277595,0.210526,0.289474,0.315789,0.268258,18.000000,李大奔BENZO,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,木秦,34,34,0.334844,0.205882,0.470588,0.558824,0.380734,6.000000,天府事变CDREV,0.185185
character 2-5 gram TF-IDF (strict),primary_comparison,孔令奇,32,32,0.242387,0.156250,0.281250,0.500000,0.285603,10.000000,王嘉尔,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,鹿奇,42,42,0.589954,0.547619,0.642857,0.666667,0.600418,1.000000,李大奔BENZO,0.105263
character 2-5 gram TF-IDF (strict),primary_comparison,ROB93,17,17,0.275223,0.176471,0.352941,0.411765,0.293361,22.000000,APMOZART,0.214286
character 2-5 gram TF-IDF (strict),primary_comparison,泰格西,22,22,0.266620,0.136364,0.409091,0.545455,0.322694,9.000000,APMOZART,0.210526
character 2-5 gram TF-IDF (strict),primary_comparison,王晨宇IceCraz,47,47,0.362735,0.234043,0.489362,0.595745,0.401642,6.000000,王嘉尔,0.055556
character 2-5 gram TF-IDF (strict),primary_comparison,Green Soldier,10,10,0.264652,0.200000,0.300000,0.300000,0.263093,32.000000,APMOZART,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,傲傲,40,40,0.368708,0.225000,0.525000,0.700000,0.435854,5.000000,廖效浓,0.129032
character 2-5 gram TF-IDF (strict),primary_comparison,CJ BAda$$ (希介),27,27,0.406850,0.296296,0.555556,0.666667,0.454024,5.000000,李大奔BENZO,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,花生,12,12,0.184667,0.083333,0.333333,0.333333,0.213467,62.000000,乃万,0.181818
character 2-5 gram TF-IDF (strict),primary_comparison,刀脚,23,23,0.378935,0.260870,0.521739,0.608696,0.421817,5.000000,G Sauce,0.235294
character 2-5 gram TF-IDF (strict),primary_comparison,河南说唱之神,46,46,0.739775,0.695652,0.782609,0.804348,0.747328,1.000000,饺子,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,C-Block,43,42,0.423586,0.285714,0.571429,0.690476,0.476686,3.000000,梁维嘉,0.133333
character 2-5 gram TF-IDF (strict),primary_comparison,V.O.B.,15,15,0.572653,0.466667,0.733333,0.733333,0.605293,2.000000,APMOZART,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,土人儿,21,21,0.132404,0.047619,0.142857,0.190476,0.122042,25.000000,MULA SAKEE,0.150000
character 2-5 gram TF-IDF (strict),primary_comparison,Surfosho,7,7,0.227677,0.142857,0.285714,0.285714,0.232990,44.000000,neverkilltheape,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,满舒克,33,33,0.293460,0.151515,0.424242,0.575758,0.348170,7.000000,Nxmad诺曼得,0.107143
character 2-5 gram TF-IDF (strict),primary_comparison,金熙宇,16,16,0.069217,0.000000,0.125000,0.187500,0.074668,28.000000,廖效浓,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,Ice Paper,32,32,0.157476,0.062500,0.218750,0.406250,0.197670,13.000000,刘柄鑫,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,ljz329,11,11,0.172069,0.090909,0.272727,0.272727,0.187419,55.000000,王嘉尔,0.100000
character 2-5 gram TF-IDF (strict),primary_comparison,AR,36,36,0.874606,0.861111,0.888889,0.888889,0.873074,1.000000,Nxmad诺曼得,0.400000
character 2-5 gram TF-IDF (strict),primary_comparison,黄昭,24,24,0.326378,0.208333,0.416667,0.500000,0.352142,7.000000,YuGo,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,Over$ize,16,16,0.632769,0.562500,0.687500,0.875000,0.683480,1.000000,杀手耗,0.285714
character 2-5 gram TF-IDF (strict),primary_comparison,直火帮,39,39,0.713328,0.615385,0.846154,0.974359,0.773351,1.000000,天府事变CDREV,0.400000
character 2-5 gram TF-IDF (strict),primary_comparison,爽子,17,17,0.942330,0.941176,0.941176,0.941176,0.941176,1.000000,饺子,1.000000
character 2-5 gram TF-IDF (strict),primary_comparison,Nasty Ray,6,6,0.210144,0.166667,0.166667,0.333333,0.226035,21.000000,天府事变CDREV,0.400000
character 2-5 gram TF-IDF (strict),primary_comparison,望江晴,18,18,0.052251,0.000000,0.055556,0.055556,0.035052,53.000000,张雪飞,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,Jony J,42,42,0.793784,0.738095,0.857143,0.857143,0.807395,1.000000,刘柄鑫,0.181818
character 2-5 gram TF-IDF (strict),primary_comparison,SASIOVERLXRD,26,26,0.415001,0.307692,0.500000,0.615385,0.452896,3.000000,李大奔BENZO,0.111111
character 2-5 gram TF-IDF (strict),primary_comparison,张昊,15,15,0.095179,0.000000,0.200000,0.266667,0.127854,76.000000,刘柄鑫,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,秃子,20,20,0.549163,0.400000,0.750000,0.750000,0.595529,2.000000,张大炮,0.416667
character 2-5 gram TF-IDF (strict),primary_comparison,方仔,32,31,0.349544,0.258065,0.419355,0.612903,0.401976,8.000000,新街口组合,0.130435
character 2-5 gram TF-IDF (strict),primary_comparison,404 Rapper,23,23,0.117260,0.086957,0.086957,0.217391,0.130025,87.000000,雲道,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,金蛇 traphouse,6,6,0.494124,0.333333,0.666667,0.833333,0.574399,2.000000,李尔新,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,老黑Black J,11,11,0.238047,0.181818,0.272727,0.272727,0.239175,72.000000,张大炮,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,坚强的小黄瓜,41,41,0.697797,0.585366,0.853659,0.853659,0.733788,1.000000,张雪飞,0.176471
character 2-5 gram TF-IDF (strict),primary_comparison,C-Low,28,28,0.413499,0.321429,0.464286,0.678571,0.463003,6.000000,雲道,0.210526
character 2-5 gram TF-IDF (strict),primary_comparison,thomeboydontkill,21,21,0.072417,0.000000,0.142857,0.238095,0.086139,20.000000,APMOZART,0.285714
character 2-5 gram TF-IDF (strict),primary_comparison,MULA SAKEE,33,33,0.959596,0.939394,0.969697,1.000000,0.969307,1.000000,Rich4ever,0.500000
character 2-5 gram TF-IDF (strict),primary_comparison,DBL.D,12,12,0.068165,0.000000,0.083333,0.166667,0.082261,57.000000,APMOZART,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,刘聪 (Key.L),35,35,0.590195,0.485714,0.714286,0.800000,0.635418,2.000000,C-Block,0.222222
character 2-5 gram TF-IDF (strict),primary_comparison,Max马俊,14,14,0.213340,0.142857,0.285714,0.428571,0.253149,12.000000,爽子,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,连麻Swimming,26,26,0.409678,0.269231,0.615385,0.730769,0.481785,4.000000,张雪飞,0.263158
character 2-5 gram TF-IDF (strict),primary_comparison,OWVRO老弟,23,23,0.325484,0.217391,0.434783,0.565217,0.371612,7.000000,雲道,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,Vava,26,26,0.075233,0.000000,0.115385,0.230769,0.098716,41.000000,王嘉尔,0.115385
character 2-5 gram TF-IDF (strict),primary_comparison,KKLUV,27,27,0.370847,0.222222,0.555556,0.740741,0.448339,4.000000,APMOZART,0.190476
character 2-5 gram TF-IDF (strict),primary_comparison,孤矢,37,37,0.399180,0.297297,0.540541,0.648649,0.449570,4.000000,张雪飞,0.192308
character 2-5 gram TF-IDF (strict),primary_comparison,Turbo嗣尧,20,20,0.027685,0.000000,0.000000,0.000000,0.000000,32.000000,王嘉尔,0.150000
character 2-5 gram TF-IDF (strict),primary_comparison,李尔新,32,32,0.362118,0.250000,0.468750,0.562500,0.398338,8.000000,Mercy(lago),0.125000
character 2-5 gram TF-IDF (strict),primary_comparison,YuGo,33,33,0.450352,0.303030,0.666667,0.818182,0.528593,4.000000,李大奔BENZO,0.173913
character 2-5 gram TF-IDF (strict),primary_comparison,Regi 陈彦希,12,12,0.029779,0.000000,0.000000,0.000000,0.000000,30.000000,王嘉尔,0.500000
character 2-5 gram TF-IDF (strict),primary_comparison,正义感,18,18,0.210595,0.055556,0.333333,0.388889,0.238207,13.000000,Jony J,0.235294
character 2-5 gram TF-IDF (strict),primary_comparison,southsidesamurai,12,12,0.114641,0.000000,0.250000,0.250000,0.126482,15.000000,爽子,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,滇声气,23,23,0.531699,0.434783,0.695652,0.739130,0.573304,2.000000,雲道,0.230769
character 2-5 gram TF-IDF (strict),primary_comparison,新街口组合,26,26,0.611452,0.461538,0.807692,0.846154,0.668263,2.000000,张雪飞,0.214286
character 2-5 gram TF-IDF (strict),primary_comparison,YOUNG,21,21,0.408511,0.333333,0.428571,0.619048,0.448528,8.000000,G Sauce,0.142857
character 2-5 gram TF-IDF (strict),primary_comparison,杨布拉德,42,42,0.792997,0.714286,0.880952,0.904762,0.818993,1.000000,APMOZART,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,TY,27,27,0.194834,0.037037,0.370370,0.481481,0.250792,13.000000,张雪飞,0.269231
character 2-5 gram TF-IDF (strict),primary_comparison,恶童,33,33,0.386411,0.303030,0.454545,0.666667,0.444076,6.000000,雲道,0.130435
character 2-5 gram TF-IDF (strict),primary_comparison,班比 Bambii,41,41,0.687122,0.536585,0.829268,0.951220,0.749225,1.000000,MULA SAKEE,0.210526
character 2-5 gram TF-IDF (strict),primary_comparison,S1,14,14,0.229358,0.214286,0.214286,0.214286,0.214286,46.000000,李大奔BENZO,0.090909
character 2-5 gram TF-IDF (strict),primary_comparison,neverkilltheape,15,15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000
character 2-5 gram TF-IDF (strict),primary_comparison,Kzoo,43,42,0.653781,0.571429,0.761905,0.809524,0.685024,1.000000,APMOZART,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,罗言,21,21,0.133308,0.095238,0.095238,0.142857,0.112200,30.000000,张雪飞,0.210526
character 2-5 gram TF-IDF (strict),primary_comparison,阿斯巴田,42,42,0.343198,0.214286,0.452381,0.523810,0.368081,7.000000,张雪飞,0.212121
character 2-5 gram TF-IDF (strict),primary_comparison,笑男孩,28,27,0.118428,0.074074,0.074074,0.185185,0.111296,23.000000,张雪飞,0.240000
character 2-5 gram TF-IDF (strict),primary_comparison,黑麦,33,33,0.646566,0.636364,0.636364,0.636364,0.636364,1.000000,张雪飞,0.333333
character 2-5 gram TF-IDF (strict),primary_comparison,张大炮,42,42,0.781849,0.761905,0.809524,0.833333,0.792000,1.000000,APMOZART,0.200000
character 2-5 gram TF-IDF (strict),primary_comparison,Rich4ever,29,29,0.648690,0.551724,0.758621,0.896552,0.702433,1.000000,APMOZART,0.230769
character 2-5 gram TF-IDF (strict),primary_comparison,二狗子,22,22,0.764336,0.727273,0.818182,0.863636,0.783916,1.000000,Capper,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,FAC-D12,25,25,0.569574,0.480000,0.680000,0.800000,0.618650,2.000000,爽子,0.230769
character 2-5 gram TF-IDF (strict),primary_comparison,法老,39,39,0.621840,0.512821,0.743590,0.820513,0.667861,1.000000,张雪飞,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,HAS,38,38,0.589496,0.500000,0.684211,0.789474,0.629175,1.000000,APMOZART,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,NOTTIBO1,22,22,0.758173,0.636364,0.909091,0.909091,0.793382,1.000000,王嘉尔,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,Busta Z,28,28,0.527450,0.464286,0.607143,0.642857,0.544213,2.000000,天府事变CDREV,0.133333
character 2-5 gram TF-IDF (strict),primary_comparison,Athree,22,22,0.221668,0.181818,0.227273,0.272727,0.223636,50.000000,Six City,0.111111
character 2-5 gram TF-IDF (strict),primary_comparison,赵山河,31,31,0.524702,0.419355,0.677419,0.677419,0.557159,2.000000,张雪飞,0.277778
character 2-5 gram TF-IDF (strict),primary_comparison,Gm仙,27,27,0.836289,0.777778,0.888889,0.888889,0.847881,1.000000,福克斯,0.166667
character 2-5 gram TF-IDF (strict),primary_comparison,PO8,39,39,0.445206,0.256410,0.666667,0.846154,0.535646,3.000000,天府事变CDREV,0.344828
character 2-5 gram TF-IDF (strict),primary_comparison,斯威特,40,40,0.708214,0.650000,0.775000,0.850000,0.738230,1.000000,天府事变CDREV,0.214286
character 2-5 gram TF-IDF (strict),primary_comparison,八口8uck,33,33,0.368725,0.242424,0.454545,0.666667,0.423204,7.000000,APMOZART,0.160000
character 2-5 gram TF-IDF (strict),primary_comparison,艾热 AIR,22,22,0.177464,0.136364,0.181818,0.272727,0.186457,38.000000,刘柄鑫,0.105263
character 2-5 gram TF-IDF (strict),primary_comparison,大狗,21,21,0.324036,0.238095,0.428571,0.523810,0.356788,9.000000,刘柄鑫,0.187500
character 2-5 gram TF-IDF (strict),primary_comparison,龙胆紫,10,10,0.195137,0.000000,0.500000,0.700000,0.301305,4.000000,Ghost Crew,0.400000
character 2-5 gram TF-IDF (strict),primary_comparison,孙八一,34,34,0.855882,0.794118,0.970588,0.970588,0.882649,1.000000,爽子,0.285714
character 2-5 gram TF-IDF (strict),primary_comparison,功夫胖,28,28,0.553978,0.535714,0.571429,0.571429,0.553571,1.000000,Tizzy T,0.153846
character 2-5 gram TF-IDF (strict),primary_comparison,于漂 eZ Yang Fizz,23,23,0.669653,0.652174,0.695652,0.695652,0.670899,1.000000,王嘉尔,0.250000
character 2-5 gram TF-IDF (strict),primary_comparison,上官承诺,18,18,0.200082,0.111111,0.333333,0.333333,0.224198,46.000000,傲傲,0.125000
character 2-5 gram TF-IDF (strict),primary_comparison,BossWang,15,15,0.223421,0.133333,0.266667,0.466667,0.269347,16.000000,天府事变CDREV,0.153846
character 2-5 gram TF-IDF (strict),primary_comparison,Blow Fever,25,25,0.661725,0.560000,0.800000,0.920000,0.718973,1.000000,王嘉尔,0.272727
character 2-5 gram TF-IDF (strict),primary_comparison,ICE,28,28,0.074642,0.000000,0.142857,0.214286,0.093061,36.000000,张雪飞,0.107143
character 2-5 gram TF-IDF (strict),primary_comparison,Kigga,19,19,0.068929,0.000000,0.105263,0.105263,0.059523,36.000000,杨布拉德,0.157895
character 2-5 gram TF-IDF (strict),primary_comparison,马思唯,32,32,0.464502,0.343750,0.562500,0.781250,0.530710,3.000000,李大奔BENZO,0.238095
